"Species","Body_Mass.g"
"Oxymycterus rufus",75.4
"Ozotoceros bezoarticus",40000
"P. cynoceph",21900
"Pachyuromys duprasi",47.5
"Pagophilus groenlandicus",135094.444
"Paguma larvata",4550
"Palawanomys furvus",73.91
"Pan paniscus",45400
"Pan troglodytes",43853.4
"Panthera leo",136244.479
"Panthera onca",82312.5
"Panthera pardus",50019.11
"Panthera tigris",159366
"Pantholops hodgsonii",27500
"Papagomys armandvillei",73.8
"Papagomys theodorverhoeveni",71.33
"Papio anubis",25000
"Papio cynocephalus",14023.379
"Papio cynocephalus anubis",20375
"Papio hamadryas",16900
"Papio papio",25000
"Papio ursinus",16839.813
"Pappogeomys alcorni",150
"Pappogeomys bulleri",150
"Paracoelops megalotis",5.67
"Paracrocidura graueri",11.68
"Paracrocidura maxima",11.68
"Paracrocidura schoutedeni",13
"Paracynictis selousi",1669.995
"Paradipus ctenodactylus",109.01
"Paradoxurus hermaphroditus",3072.54
"Paradoxurus jerdoni",2780.75
"Paradoxurus zeylonensis",2750.375
"Paraechinus",500
"Paraechinus aethiopicus",402.7
"Paraechinus hypomelas",381.5
"Paraechinus micropus",171
"Paraechinus nudiventris",234.14
"Parahydromys asper",540
"Paraleptomys rufilatus",55
"Paraleptomys wilhelmina",33
"Paralomys gerbillus",17.4
"Paramelomys gressitti",84.49
"Paramelomys levipes",83.105
"Paramelomys lorentzii",150
"Paramelomys mollis",90.05
"Paramelomys moncktoni",80.56
"Paramelomys naso",84.49
"Paramelomys platyops",85.6
"Paramelomys rubex",48.43
"Paramelomys steini",84.49
"Paramurexia rothschildi",57.885
"Parantechinus apicalis",68.875
"Paranyctimene raptor",24.287
"Paranyctimene tenax",24.31
"Parascalops breweri",50.433
"Parascaptor leucura",45.6
"Paraxerus alexandri",52
"Paraxerus boehmi",70
"Paraxerus cepapi",206.533
"Paraxerus cooperi",250
"Paraxerus flavovittis",160
"Paraxerus lucifer",700
"Paraxerus ochraceus",104.3
"Paraxerus palliatus",297.805
"Paraxerus poensis",110.75
"Paraxerus vexillarius",675
"Paraxerus vincenti",190.19
"Pardofelis marmorata",2854.25
"Parotomys brantsii",108
"Parotomys littledalei",127
"Paruromys dominator",325.31
"Passer domesticus",27
"Paulamys naso",122
"Pearsonomys annectens",38.74
"Pecari tajacu",20227.345
"Pectinator spekei",170
"Pedetes capensis",2852.5
"Pedetes surdaster",3155
"Pelea capreolus",22000
"Pelomys campanae",77.01
"Pelomys fallax",130
"Pelomys hopkinsi",76.94
"Pelomys isseli",60
"Pelomys minor",50
"Pentalagus furnessi",2396.25
"Penthetor lucasi",36.585
"Peponocephala electra",206000
"Perameles bougainville",235.667
"Perameles eremiana",500
"Perameles gunnii",818.422
"Perameles nasuta",866.833
"Perodicticus potto",1150
"Perognathus alticolus",23.99
"Perognathus amplus",11.7
"Perognathus fasciatus",11.55
"Perognathus flavescens",8.8
"Perognathus flavus",8.143
"Perognathus inornatus",10.88
"Perognathus longimembris",8.242
"Perognathus merriami",6.85
"Perognathus parvus",19.427
"Peromyscus attwateri",27.9
"Peromyscus aztecus",39.865
"Peromyscus beatae",33
"Peromyscus boylii",24.007
"Peromyscus bullatus",40
"Peromyscus californicus",43.691
"Peromyscus caniceps",33.16
"Peromyscus crinitus",16.638
"Peromyscus dickeyi",28.6
"Peromyscus difficilis",28
"Peromyscus eremicus",21.472
"Peromyscus eva",22
"Peromyscus fraterculus",33
"Peromyscus furvus",33
"Peromyscus gossypinus",26.38
"Peromyscus grandis",74.16
"Peromyscus gratus",27.35
"Peromyscus guardia",32.13
"Peromyscus guatemalensis",46.415
"Peromyscus gymnotis",40
"Peromyscus hooperi",36
"Peromyscus hylocetes",33
"Peromyscus interparietalis",28
"Peromyscus keeni",27.35
"Peromyscus leucopus",21.589
"Peromyscus levipes",23
"Peromyscus madrensis",32.2
"Peromyscus maniculatus",20.817
"Peromyscus mayensis",32
"Peromyscus megalops",66.2
"Peromyscus mekisturus",60
"Peromyscus melanocarpus",58.9
"Peromyscus melanophrys",42.5
"Peromyscus melanotis",39.6
"Peromyscus melanurus",40
"Peromyscus merriami",30.36
"Peromyscus mexicanus",39.575
"Peromyscus nasutus",28
"Peromyscus ochraventer",40
"Peromyscus pectoralis",39
"Peromyscus pembertoni",33
"Peromyscus perfulvus",40
"Peromyscus polionotus",13.49
"Peromyscus polius",40
"Peromyscus pseudocrinitus",33.03
"Peromyscus sagax",33
"Peromyscus sejugis",21.5
"Peromyscus simulus",40
"Peromyscus slevini",32.87
"Peromyscus spicilegus",36
"Peromyscus stephani",32.17
"Peromyscus stirtoni",29.2
"Peromyscus truei",29.317
"Peromyscus winkelmanni",53.75
"Peromyscus yucatanicus",26.3
"Peromyscus zarhynchus",40
"Peropteryx kappleri",9.42
"Peropteryx leucoptera",6
"Peropteryx macrotis",5.307
"Peropteryx trinitatis",4.595
"Peroryctes broadbenti",4800
"Peroryctes raffrayana",834.25
"Petaurillus emiliae",13.5
"Petaurillus hosei",21.1
"Petaurillus kinlochii",40
"Petaurista alborufus",4290
"Petaurista elegans",960.5
"Petaurista leucogenys",1150
"Petaurista magnificus",1475.5
"Petaurista nobilis",2710
"Petaurista petaurista",1735.815
"Petaurista philippensis",1676
"Petaurista xanthotis",1900
"Petauroides volans",1356.833
"Petaurus abidi",281
"Petaurus australis",565
"Petaurus biacensis",87.74
"Petaurus breviceps",127
"Petaurus gracilis",353
"Petaurus norfolcensis",230
"Petinomys crinitus",113
"Petinomys fuscocapillus",794.5
"Petinomys genibarbis",110
"Petinomys hageni",388
"Petinomys lugens",433
"Petinomys mindanensis",137.64
"Petinomys sagitta",50
"Petinomys setosus",38.44
"Petinomys vordermanni",40.39
"Petrodromus tetradactylus",176.017
"Petrogale assimilis",4500
"Petrogale brachyotis",4050
"Petrogale burbidgei",1258
"Petrogale coenensis",4123.14
"Petrogale concinna",1375
"Petrogale godmani",4750
"Petrogale herberti",4636.57
"Petrogale inornata",4600
"Petrogale lateralis",4612.5
"Petrogale mareeba",4136.57
"Petrogale penicillata",7100
"Petrogale persephone",6200
"Petrogale purpureicollis",5850
"Petrogale rothschildi",3400
"Petrogale sharmani",4123.14
"Petrogale xanthopus",8000
"Petromus typicus",224
"Petromyscus barbouri",21.49
"Petromyscus collinus",20.205
"Petromyscus monticularis",20.73
"Petromyscus shortridgei",46.5
"Petropseudes dahli",1820
"Phacochoerus aethiopicus",68160.135
"Phacochoerus africanus",74750
"Phaenomys ferrugineus",93.8
"Phaiomys leucurus",41.87
"Phalanger alexandrae",1846.67
"Phalanger carmelitae",1479.067
"Phalanger gymnotis",2287.797
"Phalanger intercastellanus",1617.633
"Phalanger lullulae",1632.5
"Phalanger maculatus",4250
"Phalanger matabiru",1846.67
"Phalanger matanim",1550
"Phalanger mimicus",1923.335
"Phalanger orientalis",2283.35
"Phalanger ornatus",1793.75
"Phalanger rothschildi",1304.5
"Phalanger sericeus",1786.4
"Phalanger vestitus",1850
"Phaner electromontis",412.5
"Phaner furcifer",430
"Phaner pallescens",360.5
"Phaner parienti",425
"Pharotis imogene",8.34
"Phascogale calura",45.9
"Phascogale tapoatafa",181.4
"Phascolarctos cinereus",5767
"Phascolosorex doriae",168.31
"Phascolosorex dorsalis",93
"Phascomurexia naso",50.56
"Phenacomys intermedius",23.35
"Phenacomys ungava",32.5
"Philander andersoni",325
"Philander frenatus",395.45
"Philander mcilhennyi",325
"Philander opossum",490.328
"Philantomba maxwellii",5957.345
"Philantomba monticola",4937.683
"Philetor brachypterus",10.93
"Phloeomys cumingi",1946.33
"Phloeomys pallidus",1744.14
"Phoca largha",120750
"Phoca vitulina",86925.417
"Phocarctos hookeri",192900
"Phocoena dioptrica",65000
"Phocoena phocoena",60000
"Phocoena sinus",42500
"Phocoena spinipinnis",64020.95
"Phocoenoides dalli",96944.443
"Phodopus campbelli",29.35
"Phodopus roborovskii",18.958
"Phodopus sungorus",35.456
"Phoniscus aerosa",5.23
"Phoniscus atrox",4.505
"Phoniscus jagorii",4.7
"Phoniscus papuensis",6.32
"Phylloderma stenops",49.89
"Phyllomys blainvillii",243.3
"Phyllomys brasiliensis",312.49
"Phyllomys dasythrix",260
"Phyllomys kerri",298.33
"Phyllomys lamarum",215.19
"Phyllomys lundi",298.33
"Phyllomys mantiqueirensis",298.33
"Phyllomys medius",298.33
"Phyllomys nigrispinus",224.3
"Phyllomys pattoni",298.33
"Phyllomys thomasi",502.14
"Phyllomys unicolor",439
"Phyllonycteris aphylla",14.15
"Phyllonycteris major",14.15
"Phyllonycteris poeyi",15.36
"Phyllops falcatus",20.91
"Phyllostomus discolor",34.283
"Phyllostomus elongatus",40.31
"Phyllostomus hastatus",87.137
"Phyllostomus latifolius",134
"Phyllotis amicus",20.2
"Phyllotis andium",53
"Phyllotis bonariensis",42.5
"Phyllotis caprinus",50.8
"Phyllotis darwini",54.389
"Phyllotis definitus",89
"Phyllotis haggardi",42.5
"Phyllotis limatus",48.29
"Phyllotis magister",59.6
"Phyllotis osgoodi",45.1
"Phyllotis osilae",49
"Phyllotis wolffsohni",42.5
"Phyllotis xanthopygus",52.29
"Physeter catodon",25720825.02
"Piliocolobus badius",7000
"Piliocolobus foai",8591.69
"Piliocolobus gordonorum",8591.69
"Piliocolobus kirkii",6139.43
"Piliocolobus pennantii",10896
"Piliocolobus preussi",8865.71
"Piliocolobus rufomitratus",8030.75
"Piliocolobus tephrosceles",8469.83
"Piliocolobus tholloni",8591.69
"Pipanacoctomys aureus",136.62
"Pipistrellus abramus",5.87
"Pipistrellus adamsi",4.2
"Pipistrellus aero",6.2
"Pipistrellus angulatus",3.35
"Pipistrellus ceylonicus",9.245
"Pipistrellus collinus",6.75
"Pipistrellus coromandra",4.6
"Pipistrellus deserti",6.2
"Pipistrellus endoi",5.6
"Pipistrellus hesperidus",5.28
"Pipistrellus hesperus",3.7
"Pipistrellus inexspectatus",6.2
"Pipistrellus javanicus",4.895
"Pipistrellus kuhlii",6.407
"Pipistrellus maderensis",6.2
"Pipistrellus minahassae",7.45
"Pipistrellus nanulus",2.5
"Pipistrellus nathusii",7.31
"Pipistrellus papuanus",4.31
"Pipistrellus paterculus",5.6
"Pipistrellus permixtus",6.36
"Pipistrellus pipistrellus",5.712
"Pipistrellus pygmaeus",5.28
"Pipistrellus rueppellii",7.07
"Pipistrellus rusticus",4.55
"Pipistrellus stenopterus",15.2
"Pipistrellus sturdeei",5.28
"Pipistrellus subflavus",5.53
"Pipistrellus tenuis",4.95
"Pipistrellus wattsi",5.28
"Pipistrellus westralis",3
"Pith VIII /Sangiran 17",61800
"Pithecheir melanurus",108
"Pithecheir parvus",106
"Pithecheirops otion",71.33
"Pithecia aequatorialis",2249.99
"Pithecia albicans",2800.01
"Pithecia irrorata",2163.887
"Pithecia monachus",1500
"Pithecia pithecia",1816
"Plagiodontia aedium",1267
"Plagiodontia araeum",1267
"Plagiodontia ipnaeum",1267
"Planigale gilesi",9.173
"Planigale ingrami",5.2
"Planigale maculata",10.933
"Planigale novaeguineae",14.9
"Planigale tenuirostris",6.167
"Platacanthomys lasiurus",75
"Platalina genovensium",16.25
"Platanista gangetica",87315
"Platanista minor",83914.59
"Platymops setiger",13
"Platyrrhinus aurarius",34.15
"Platyrrhinus brachycephalus",13.5
"Platyrrhinus chocoensis",22
"Platyrrhinus dorsalis",26
"Platyrrhinus helleri",13.135
"Platyrrhinus infuscus",50.25
"Platyrrhinus lineatus",23.02
"Platyrrhinus recifinus",22
"Platyrrhinus umbratus",24.5
"Platyrrhinus vittatus",39
"Plecotus alpinus",7.56
"Plecotus auritus",8.925
"Plecotus austriacus",7.3
"Plecotus balensis",7.56
"Plecotus kolombatovici",7.56
"Plecotus sardus",7.56
"Plecotus taivanus",8.54
"Plecotus teneriffae",8.33
"Plerotes anchietae",120.64
"Podogymnura aureospinula",247
"Podogymnura truei",114
"Podomys floridanus",33.157
"Podoxymys roraimae",33.8
"Poecilogale albinucha",295
"Poelagus marjorita",2500
"Pogonomelomys bruijni",82.01
"Pogonomelomys mayeri",109.7
"Pogonomys championi",50.45
"Pogonomys fergussoniensis",57.88
"Pogonomys loriae",95.13
"Pogonomys macrourus",63.925
"Pogonomys sylvestris",42.275
"Poiana leightoni",500
"Poiana richardsonii",500
"Pongo",73500
"Pongo pygmaeus",54145
"Pongo pygmaeus morio",37497.333
"Pongo pygmaeus wurmbii",36741.5
"Pongo sp.",41151
"Pontoporia blainvillei",40500
"Potamochoerus larvatus",48781.25
"Potamochoerus porcus",72500.16
"Potamogale velox",660
"Potorous apicalis",1350
"Potorous gilbertii",1569.46
"Potorous longipes",1900
"Potorous platyops",550
"Potorous tridactylus",1070.65
"Potos flavus",2100
"Praomys daltoni",34.995
"Praomys degraaffi",36.25
"Praomys delectorum",36
"Praomys derooi",32
"Praomys hartwigi",38.86
"Praomys jacksoni",42
"Praomys lukolelae",42.2
"Praomys minor",41.84
"Praomys misonnei",41.91
"Praomys morio",38.25
"Praomys mutoni",41.71
"Praomys obscurus",36.25
"Praomys petteri",36.25
"Praomys rostratus",41.83
"Praomys tullbergi",36.515
"Praomys verschureni",36.25
"Presbytis chrysomelas",6603.939
"Presbytis comata",6587.5
"Presbytis comata group",6548.85
"Presbytis femoralis",6895.919
"Presbytis frontata",5737.5
"Presbytis frontata group",5216.4
"Presbytis hosei",5920
"Presbytis melalophos",6590
"Presbytis melalophos group",6412.779
"Presbytis natunae",5719.575
"Presbytis obscurus",6360
"Presbytis potenziani",5890.167
"Presbytis rubicunda",6318.335
"Presbytis rubicunda group",6270.9
"Presbytis siamensis",5678.957
"Presbytis thomasi",6625.1
"Priodontes maximus",47797.893
"Prionailurus bengalensis",4385
"Prionailurus iriomotensis",3700
"Prionailurus planiceps",4425
"Prionailurus rubiginosus",1402.19
"Prionailurus viverrinus",8775.165
"Prionodon linsang",699
"Prionodon pardicolor",481
"Prionomys batesi",12.5
"Procapra gutturosa",27750
"Procapra picticaudata",20000
"Procapra przewalskii",27500
"Procavia capensis",17000
"Procolobus kirkii",5133.333
"Procolobus pennantii",8300
"Procolobus rufomitratus",7500
"Procolobus rufomitratus tephrosceles",7258
"Procolobus verus",4305.5
"Procyon cancrivorus",5013.88
"Procyon lotor",12000
"Procyon pygmaeus",2500
"Proechimys brevicauda",285
"Proechimys canicollis",285
"Proechimys chrysaeolus",285
"Proechimys cuvieri",330
"Proechimys decumanus",285
"Proechimys echinothrix",292.04
"Proechimys gardneri",292.04
"Proechimys goeldii",285
"Proechimys guairae",400
"Proechimys guyannensis",268.758
"Proechimys hoplomyoides",285
"Proechimys kulinae",292.04
"Proechimys longicaudatus",205
"Proechimys magdalenae",285
"Proechimys mincae",285
"Proechimys oconnelli",285
"Proechimys pattoni",292.04
"Proechimys poliopus",285
"Proechimys quadruplicatus",285
"Proechimys roberti",284.99
"Proechimys semispinosus",428.917
"Proechimys simonsi",285
"Proechimys steerei",285
"Proechimys trinitatus",296.15
"Proechimys urichi",285
"Proedromys bedfordi",55.86
"Profelis aurata",11295.005
"Prolemur simus",2143.602
"Prometheomys schaposchnikowi",75
"Promops centralis",26.37
"Promops nasutus",15.2
"Pronolagus crassicaudatus",2089
"Pronolagus randensis",2335.02
"Pronolagus rupestris",1754
"Propithecus coquereli",3958.007
"Propithecus deckenii",3494.375
"Propithecus diadema",6100
"Propithecus diadema group",4580
"Propithecus edwardsi",5949.734
"Propithecus perrieri",5250
"Propithecus tattersalli",3495
"Propithecus verreauxi",3403.333
"Propithecus verreauxi verreauxi",2955
"Prosciurillus abstrusus",79.2
"Prosciurillus leucomus",128
"Prosciurillus murinus",72.9
"Prosciurillus rosenbergii",90.41
"Prosciurillus weberi",106.26
"Proteles cristata",8288.13
"Protochromys fellowsi",78.99
"Protoxerus aubinnii",350
"Protoxerus stangeri",652.333
"Przewalskium albirostris",161681.9
"Psammomys obesus",115.427
"Psammomys vexillaris",114.79
"Pseudantechinus bilarni",25.275
"Pseudantechinus macdonnellensis",36.033
"Pseudantechinus mimulus",16.5
"Pseudantechinus ningbing",20
"Pseudantechinus roryi",24.28
"Pseudantechinus woolleyae",40
"Pseudocheirus peregrinus",903.055
"Pseudocheirus peregrinus notialis",916
"Pseudochirops albertisii",784.675
"Pseudochirops archeri",1093.25
"Pseudochirops corinnae",1123
"Pseudochirops coronatus",1500
"Pseudochirops cupreus",1712.25
"Pseudochirulus canescens",300
"Pseudochirulus caroli",448.01
"Pseudochirulus cinereus",977.48
"Pseudochirulus forbesi",644.58
"Pseudochirulus herbertensis",1106.67
"Pseudochirulus larvatus",448.3
"Pseudochirulus mayeri",151.75
"Pseudochirulus schlegeli",264.72
"Pseudohydromys ellermani",21.4
"Pseudohydromys fuscus",18.74
"Pseudohydromys murinus",16.8
"Pseudohydromys occidentalis",21.9
"Pseudois nayaur",45000
"Pseudois schaeferi",29250
"Pseudomys albocinereus",29.2
"Pseudomys apodemoides",20
"Pseudomys australis",57.5
"Pseudomys bolami",15.5
"Pseudomys calabyi",19.5
"Pseudomys chapmani",12
"Pseudomys delicatulus",11
"Pseudomys desertor",25
"Pseudomys fieldi",45
"Pseudomys fumeus",70
"Pseudomys glaucus",27.5
"Pseudomys gouldii",50
"Pseudomys gracilicaudatus",77.275
"Pseudomys hermannsburgensis",12.327
"Pseudomys higginsi",67
"Pseudomys johnsoni",12
"Pseudomys laborifex",12
"Pseudomys nanus",34
"Pseudomys novaehollandiae",20
"Pseudomys occidentalis",34
"Pseudomys oralis",95
"Pseudomys patrius",15
"Pseudomys pilligaensis",11
"Pseudomys shortridgei",70
"Pseudopotto martini",474.8
"Pseudorca crassidens",1573333.333
"Pseudoryx nghetinhensis",97842.2
"Pseudoryzomys simplex",51.25
"Ptenochirus jagori",77.25
"Ptenochirus minor",36.25
"Pteralopex acrodonta",250.5
"Pteralopex anceps",560.36
"Pteralopex atrata",472
"Pteralopex pulchra",280
"Pteralopex taki",369.06
"Pteromys momonga",297.41
"Pteromys volans",143.75
"Pteromyscus pulverulentus",367.125
"Pteronotus davyi",9.737
"Pteronotus gymnonotus",14.015
"Pteronotus macleayii",5.35
"Pteronotus parnellii",19.323
"Pteronotus personatus",10.17
"Pteronotus pristinus",9.25
"Pteronotus quadridens",4.98
"Pteronura brasiliensis",23999.965
"Pteropus admiralitatum",299.9
"Pteropus aldabrensis",305
"Pteropus alecto",619.285
"Pteropus anetianus",426
"Pteropus aruensis",361.25
"Pteropus banakrisi",225
"Pteropus brunneus",200
"Pteropus caniceps",505
"Pteropus capistratus",247.5
"Pteropus chrysoproctus",710
"Pteropus cognatus",361.25
"Pteropus conspicillatus",762.85
"Pteropus dasymallus",435
"Pteropus edulis",900
"Pteropus faunulus",344.76
"Pteropus fundatus",205.65
"Pteropus giganteus",745.53
"Pteropus gilliardorum",406.94
"Pteropus griseus",269
"Pteropus howensis",232.93
"Pteropus hypomelanus",446.313
"Pteropus insularis",282.86
"Pteropus intermedius",361.25
"Pteropus keyensis",361.25
"Pteropus leucopterus",340
"Pteropus livingstonii",734.27
"Pteropus lombocensis",250.3
"Pteropus loochoensis",361.25
"Pteropus lylei",316.67
"Pteropus macrotis",361.5
"Pteropus mahaganus",358.2
"Pteropus mariannus",453.5
"Pteropus melanopogon",860
"Pteropus melanotus",803.08
"Pteropus molossinus",284.21
"Pteropus neohibernicus",903.395
"Pteropus niger",456.25
"Pteropus nitendiensis",265
"Pteropus ocularis",220
"Pteropus ornatus",330
"Pteropus pelewensis",361.25
"Pteropus personatus",127.5
"Pteropus pilosus",361.25
"Pteropus pohlei",343
"Pteropus poliocephalus",695
"Pteropus pselaphon",282.86
"Pteropus pumilus",188.775
"Pteropus rayneri",724.5
"Pteropus rennelli",361.25
"Pteropus rodricensis",254.165
"Pteropus rufus",349.915
"Pteropus samoensis",310
"Pteropus scapulatus",380.987
"Pteropus seychellensis",457
"Pteropus speciosus",344.76
"Pteropus subniger",361.25
"Pteropus temminckii",305.625
"Pteropus tokudae",152
"Pteropus tonganus",423.54
"Pteropus tuberculatus",282.86
"Pteropus ualanus",361.25
"Pteropus vampyrus",1016.448
"Pteropus vetulus",148
"Pteropus voeltzkowi",527.5
"Pteropus woodfordi",119.33
"Pteropus yapensis",361.25
"Ptilocercus lowii",49.69
"Pudu mephistophiles",9599.97
"Pudu puda",9749.9
"Puma concolor",50102.347
"Puma yagouaroundi",5903.333
"Punomys kofordi",84.8
"Punomys lemminus",84.8
"Pusa caspica",62538.1
"Pusa hispida",62782.867
"Pusa sibirica",89499.995
"Putorius furo",900
"Pygathrix cinerea",10083.3
"Pygathrix nemaeus",7500
"Pygathrix nigripes",9850.28
"Pygathrix sp.",9720
"Pygeretmus platyurus",40.14
"Pygeretmus pumilio",52
"Pygeretmus shitkovi",58.3
"Pygoderma bilabiatum",18.5
"Rana esculenta",48
"Rangifer tarandus",76589.104
"Raphicerus campestris",9692.34
"Raphicerus melanotis",10174.955
"Raphicerus sharpei",9499.92
"Rattus adustus",158
"Rattus andamanensis",149.96
"Rattus annandalei",216.1
"Rattus arfakiensis",149.96
"Rattus argentiventer",133.13
"Rattus arrogans",149.96
"Rattus baluensis",108.75
"Rattus blangorum",149.96
"Rattus bontanus",239
"Rattus burrus",152.3
"Rattus colletti",113.35
"Rattus elaphinus",131.35
"Rattus enganus",305
"Rattus everetti",255.03
"Rattus exulans",53.805
"Rattus feliceus",306
"Rattus fuscipes",110.578
"Rattus giluwensis",169.88
"Rattus hainaldi",155.52
"Rattus hoffmanni",147
"Rattus hoogerwerfi",165
"Rattus jobiensis",380
"Rattus koopmani",151.4
"Rattus korinchi",131
"Rattus leucopus",171.73
"Rattus losea",77
"Rattus lugens",224
"Rattus lutreolus",102.6
"Rattus macleari",149.96
"Rattus marmosurus",217
"Rattus mindorensis",136
"Rattus mollicomulus",151.76
"Rattus montanus",136
"Rattus mordax",230
"Rattus morotaiensis",141.175
"Rattus nativitatis",149.96
"Rattus niobe",43.157
"Rattus nitidus",117.25
"Rattus norvegicus",400
"Rattus novaeguineae",133
"Rattus omichlodes",70.02
"Rattus osgoodi",93
"Rattus palmarum",491
"Rattus pelurus",170.27
"Rattus pococki",149.96
"Rattus praetor",204.13
"Rattus pyctoris",149.96
"Rattus ranjiniae",120
"Rattus rattus",167.998
"Rattus richardsoni",64.29
"Rattus salocco",149.96
"Rattus sanila",149.96
"Rattus satarae",149.96
"Rattus simalurensis",153.12
"Rattus sordidus",139.085
"Rattus sp.",217
"Rattus steini",155
"Rattus stoicus",323
"Rattus tanezumi",134
"Rattus tawitawiensis",180
"Rattus timorensis",160.32
"Rattus tiomanicus",129.96
"Rattus tunneyi",100.1
"Rattus vandeuseni",67.24
"Rattus verecundus",78.21
"Rattus villosissimus",175.05
"Rattus xanthurus",303
"Ratufa affinis",1069.375
"Ratufa bicolor",1685
"Ratufa indica",1497.5
"Ratufa macroura",1327.08
"Redunca arundinum",48100.135
"Redunca fulvorufula",30249.93
"Redunca redunca",45775.205
"Reithrodon auritus",74.775
"Reithrodon typicus",70.85
"Reithrodontomys brevirostris",12.9
"Reithrodontomys burti",20
"Reithrodontomys chrysopsis",19
"Reithrodontomys creper",22.8
"Reithrodontomys darienensis",13
"Reithrodontomys fulvescens",11.4
"Reithrodontomys gracilis",12.27
"Reithrodontomys hirsutus",20
"Reithrodontomys humilis",8.4
"Reithrodontomys humulis",8.31
"Reithrodontomys megalotis",9.772
"Reithrodontomys mexicanus",16
"Reithrodontomys microdon",20
"Reithrodontomys montanus",10.9
"Reithrodontomys paradoxus",16.22
"Reithrodontomys raviventris",11.05
"Reithrodontomys rodriguezi",19.29
"Reithrodontomys spectabilis",20.2
"Reithrodontomys sumichrasti",19
"Reithrodontomys tenuirostris",20
"Reithrodontomys zacatecae",14.49
"Rhabdomys dilectus",41.12
"Rhabdomys pumilio",43.845
"Rhagamys orthodon",71.33
"Rhagomys longilingua",21.2
"Rhagomys rufescens",21.2
"Rheithrosciurus macrotis",1225
"Rheomys mexicanus",40
"Rheomys raptor",38
"Rheomys thomasi",40
"Rheomys underwoodi",41.85
"Rhesus macaque",8470
"Rhinoceros sondaicus",1750000
"Rhinoceros unicornis",1926166.5
"Rhinolophus",16
"Rhinolophus acuminatus",12.115
"Rhinolophus adami",10.4
"Rhinolophus affinis",13.565
"Rhinolophus alcyone",18.75
"Rhinolophus arcuatus",8.75
"Rhinolophus beddomei",10.62
"Rhinolophus blasii",9.7
"Rhinolophus bocharicus",15.05
"Rhinolophus borneensis",7.9
"Rhinolophus canuti",10.75
"Rhinolophus capensis",12.5
"Rhinolophus celebensis",10.4
"Rhinolophus clivosus",17.53
"Rhinolophus coelophyllus",7.4
"Rhinolophus cognatus",10.49
"Rhinolophus convexus",10.62
"Rhinolophus cornutus",6.9
"Rhinolophus creaghi",12
"Rhinolophus darlingi",9.45
"Rhinolophus deckenii",10.4
"Rhinolophus denti",6.15
"Rhinolophus eloquens",19.05
"Rhinolophus euryale",8.15
"Rhinolophus euryotis",14.3
"Rhinolophus ferrumequinum",22.28
"Rhinolophus formosae",10.62
"Rhinolophus fumigatus",12.94
"Rhinolophus guineensis",9.9
"Rhinolophus hildebrandtii",27.545
"Rhinolophus hilli",13.6
"Rhinolophus hillorum",10.62
"Rhinolophus hipposideros",4.63
"Rhinolophus imaizumii",10.62
"Rhinolophus inops",13.5
"Rhinolophus keyensis",6.26
"Rhinolophus landeri",9.255
"Rhinolophus lepidus",5.65
"Rhinolophus luctus",33.675
"Rhinolophus maclaudi",13.08
"Rhinolophus macrotis",6.225
"Rhinolophus madurensis",10.62
"Rhinolophus maendeleo",10.62
"Rhinolophus malayanus",6.55
"Rhinolophus marshalli",5.02
"Rhinolophus megaphyllus",9.93
"Rhinolophus mehelyi",11.015
"Rhinolophus mitratus",10.4
"Rhinolophus monoceros",10.62
"Rhinolophus montanus",10.62
"Rhinolophus nereis",9.62
"Rhinolophus osgoodi",10.62
"Rhinolophus paradoxolophus",8.77
"Rhinolophus pearsonii",12.725
"Rhinolophus philippinensis",10.33
"Rhinolophus pusillus",4.925
"Rhinolophus rex",10.4
"Rhinolophus robinsoni",8.5
"Rhinolophus rouxii",12.25
"Rhinolophus rufus",30
"Rhinolophus ruwenzorii",10.62
"Rhinolophus sakejiensis",22
"Rhinolophus sedulus",8.75
"Rhinolophus shameli",9.61
"Rhinolophus shortridgei",10.62
"Rhinolophus siamensis",10.62
"Rhinolophus silvestris",10.4
"Rhinolophus simulator",8.1
"Rhinolophus sinicus",10.62
"Rhinolophus stheno",8.2
"Rhinolophus subbadius",10.49
"Rhinolophus subrufus",10.4
"Rhinolophus swinnyi",7.13
"Rhinolophus thomasi",8.65
"Rhinolophus trifoliatus",14.665
"Rhinolophus virgo",6
"Rhinolophus yunanensis",21.6
"Rhinolophus ziama",10.62
"Rhinonicteris aurantia",8.563
"Rhinophylla alethina",13.57
"Rhinophylla fischerae",9.6
"Rhinophylla pumilio",9.317
"Rhinopithecus avunculus",8793.095
"Rhinopithecus bieti",10050.27
"Rhinopithecus brelichi",12267.15
"Rhinopithecus roxellana",12969.787
"Rhinopoma hardwickii",13
"Rhinopoma macinnesi",14.94
"Rhinopoma microphyllum",27.485
"Rhinopoma muscatellum",9.14
"Rhinosciurus laticaudatus",234.125
"Rhipidomys austrinus",89
"Rhipidomys caucensis",89
"Rhipidomys couesi",89
"Rhipidomys emiliae",79.72
"Rhipidomys fulviventer",89
"Rhipidomys gardneri",79.72
"Rhipidomys latimanus",57.5
"Rhipidomys leucodactylus",80
"Rhipidomys macconnelli",41.6
"Rhipidomys macrurus",79.72
"Rhipidomys mastacalis",77.5
"Rhipidomys modicus",79.72
"Rhipidomys nitela",89
"Rhipidomys ochrogaster",89
"Rhipidomys venezuelae",90
"Rhipidomys venustus",89
"Rhipidomys wetzeli",89
"Rhizomys pruinosus",2450
