source_row,species,sex,catalogue_number,body_weight_g,brain_weight_fresh_mg,plane_of_sectioning,section_thickness_um,staining,distance_between_sections,collection_group
1043,Kerivoula phalaena,F,3820,3,116,coronal,20,Gallocyanin,2,Chiroptera
1044,Phoniscus atrox,F,4807,4.2,188,coronal,20,Cresylviolet,2,Chiroptera
1045,Nyctophilus geoffroyi,F,1932,8.699999999999999,173,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
1046,Nyctophilus geoffroyi,M,1933,6.8,156,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
1047,Nyctophilus timoriensis,M,1885,9.9,260,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1048,Nyctophilus timoriensis,F,1886,10.9,270,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
1049,Tadarida aegyptiaca,M,4808,18.6,401,coronal,20,Gallocyanin,3,Chiroptera
1050,Tadarida aegyptiaca,F,4812,16.6,381,coronal,20,Gallocyanin,2,Chiroptera
1051,Tadarida aegyptiaca,F,4813,16.8,393,coronal,20,Gallocyanin,3,Chiroptera
1052,Tadarida condylura,M,2865,35.3,465,coronal,20,Gallocyanin,2,Chiroptera
1053,Tadarida condylura,F,2868,24.5,443,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
1054,Tadarida condylura,M,2871,28.9,475,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
1055,Tadarida mops,M,2265,31.5,485,coronal,20,Gallocyanin,2,Chiroptera
1056,Tadarida mops,M,2267,31.9,470,coronal,20,Gallocyanin,3,Chiroptera
1057,Tadarida mops,M,2268,28.6,465,coronal,20,Gallocyanin,3,Chiroptera
1058,Tadarida niveiventer,M,2857,21.2,458,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1059,Tadarida niveiventer,M,2861,21,440,coronal,20,Gallocyanin,2,Chiroptera
1060,Tadarida niveiventer,F,2862,20.9,405,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
1061,Tadarida beccarii,M,1887,14.8,260,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1062,Tadarida beccarii,F,1888,13,240,coronal,20,Cresylviolet Heidenhain-Woelke,2 4,Chiroptera
1063,Tadarida jobensis,M,3452,16.5,360,coronal,20,Gallocyanin,2,Chiroptera
1064,Tadarida leucostigma,M,M 143,25.1,380,coronal,10,Cresylviolet Heidenhain-Woelke,5 10,Chiroptera
1065,Tadarida plicata plicata,M,4814,17.7,348,coronal,20,Gallocyanin,2,Chiroptera
1066,Tadarida plicata plicata,M,4815,17.5,303,coronal,20,Gallocyanin,2,Chiroptera
1067,Tadarida plicata plicata,M,4816,17.1,324,coronal,20,Gallocyanin,2,Chiroptera
1068,Tadarida pumila,F,2847,10.3,252,coronal,20,Gallocyanin,2,Chiroptera
1069,Tadarida pumila,F,2848,10.9,242,sagittal,10,Cell body Merker Hematoxylin,4 4,Chiroptera
1070,Tadarida pumila,M,2853,10.2,254,coronal,20,Gallocyanin,2,Chiroptera
1071,Tadarida pumila,M,2855,9.5,240,coronal,20,Gallocyanin Heidenhain-Woelke,2 4,Chiroptera
1072,Otomops martiensseni,F,2877,44.8,730,coronal,20,Gallocyanin Heidenhain-Woelke,3 6,Chiroptera
1073,Otomops martiensseni,M,2882,41.2,787,coronal,20,Hematoxylin,3,Chiroptera
1074,Otomops martiensseni,M,2884,40.2,776,coronal,20,Gallocyanin Heidenhain-Woelke,3 6,Chiroptera
1075,Molossops abrasus,F,4403,32.7,398,coronal,20,Gallocyanin Heidenhain-Woelke,2 2,Chiroptera
1076,Molossops abrasus,F,4404,32.9,441,coronal,20,Gallocyanin,2,Chiroptera
1077,Molossops abrasus,F,4406,33.2,404,coronal,20,Gallocyanin,2,Chiroptera
1078,Molossops greenhalli,M,K 130,17.5,300,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1079,Molossops planirostris,F,K 292,7.1,180,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1080,Molossops planirostris,M,K 293,7.4,190,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1081,Eumops auripendulus,M,4371,30.8,580,coronal,20,Gallocyanin,3,Chiroptera
1082,Eumops auripendulus,F,4373,32.7,595,coronal,20,Gallocyanin,3,Chiroptera
1083,Eumops auripendulus,F,4376,34.8,613,coronal,20,Gallocyanin,3,Chiroptera
1084,Eumops glaucinus,F,K 199,34.8,660,coronal,20,Hematoxylin Heidenhain-Woelke,3 6,Chiroptera
1085,Eumops glaucinus,M,K 201,38.9,670,coronal,20,Hematoxylin Heidenhain-Woelke,3 6,Chiroptera
1086,Molossus ater,M,K 63,40.1,530,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1087,Molossus ater,F,K 73,26.7,490,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1088,Molossus ater,M,K 147,39.8,550,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1089,Molossus molossus,F,K 80,13.5,310,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1090,Molossus molossus,M,K 113,15,330,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1091,Molossus molossus,M,K 181,14.6,340,coronal,20,Hematoxylin Heidenhain-Woelke,2 4,Chiroptera
1092,Molossus trinitatis,F,4394,19.1,428,coronal,20,Gallocyanin,3,Chiroptera
1093,Molossus trinitatis,F,4396,19.3,441,coronal,20,Gallocyanin,3,Chiroptera
1094,Cheiromeles torquatus,M,2251,183,1430,coronal,20,Gallocyanin Heidenhain-Woelke,3 6,Chiroptera
1095,Cheiromeles torquatus,M,2252,173,1370,coronal,20,Gallocyanin Heidenhain-Woelke,4 8,Chiroptera
1096,Cheiromeles torquatus,F,2258,168,1355,coronal,20,Gallocyanin Heidenhain-Woelke,3 6,Chiroptera
1097,Microcebus coquereli,,956,,3300,coronal,20,Hematoxylin Heidenhain-Woelke v. Gieson,10 incomplete incomplete,Primates
1098,Microcebus murinus,F,M 19,42.2,1830,coronal,15,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1099,Microcebus murinus,M,M 40,52.4,1640,coronal,20,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1100,Microcebus murinus,M,M 49,54,2000,sagittal,10,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1101,Microcebus murinus,F,M 54,45.5,1860,coronal,10,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1102,Microcebus murinus,F,M 87,57.5,1720,coronal,20,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1103,Microcebus murinus,F,1051,29.8,1680,coronal,15,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1104,Microcebus murinus,F,1078,70.40000000000001,1730,coronal,15,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1105,Cheirogaleus major,F,M 14,490,6980,sagittal,20,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1106,Cheirogaleus major,M,M 56,465,8210,coronal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1107,Cheirogaleus major,M,M 136,277,6500,horizontal,25,Cresylvioletviolet Heidenhain-Woelke,2 4,Primates
1108,Cheirogaleus major,M,1058,572,6720,sagittal,20,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1109,Cheirogaleus major,M,1062,300,6400,coronal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1110,Cheirogaleus medius,M,M 70,167,2980,coronal,20,Hematoxylin Heidenhain-Woelke,5 10,Primates
1111,Cheirogaleus medius,M,M 71,187,3200,coronal,15,Cresylvioletviolet Heidenhain-Woelke,7 14,Primates
1112,Cheirogaleus medius,M,M 99,81,3230,sagittal,20,Cresylvioletviolet Heidenhain-Woelke,3 6,Primates
1113,Lemur catta,M,1962/25,,,coronal,20,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1114,Lemur albifrons fulvus,M,M 7,1260,22640,coronal,25,Cresylvioletviolet Heidenhain-Woelke,6 12,Primates
1115,Lemur albifrons fulvus,M,M 78,1200,23850,coronal,15,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1116,Lemur albifrons fulvus,M,M 82,1385,23850,coronal,15,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1117,Lemur albifrons fulvus,M,M 85,975,20260,horizontal,15,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1118,Lemur albifrons fulvus,M,M 86,1390,21980,sagittal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1119,Lemur mongoz,M,M 77,900,17660,coronal,20,Gomori,8,Primates
1120,Lemur spec?,U,1966/46,,,sagittal,10,Cresylvioletviolet Heidenhain-Woelke Gabe Azan Gomori Palmgren Perdrau,incomplete incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1121,Varecia variegata,M,M 191,3000,31460,coronal,15,Cresylvioletviolet Heidenhain-Woelke,12 24,Primates
1122,Varecia variegata,M,M 194,3700,32000,sagittal,25,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1123,Lepilemur ruficaudatus,F,M 73,607,7350,coronal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1124,Lepilemur ruficaudatus,M,M 75,925,7120,horizontal,25,Cresylvioletviolet Heidenhain-Woelke,2 4,Primates
1125,Lepilemur ruficaudatus,F,M 81,995,7730,coronal,15,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1126,Lepilemur ruficaudatus,F,M 83,930,7850,sagittal,15,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1127,Lepilemur ruficaudatus,F,M 84,850,8230,coronal,25,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1128,Avahi laniger laniger,F,M 129,1270,11450,coronal,20,Cresylvioletviolet Heidenhain-Woelke,6 12,Primates
1129,Avahi laniger laniger,F,M 135,1300,9530,coronal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1130,Avahi laniger occidentalis,F,M 69,875,9660,coronal,15,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1131,Avahi laniger occidentalis,M,M 103,855,9340,sagittal,15,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1132,Avahi laniger occidentalis,M,M 108,845,10070,horizontal,25,Cresylvioletviolet Heidenhain-Woelke,3 6,Primates
1133,Avahi laniger occidentalis,M,M 109,860,9590,coronal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1134,Propithecus verreauxi,F,M 88,3600,25610,horizontal,25,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1135,Propithecus verreauxi,M,M 89,3540,27030,coronal,15,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1136,Propithecus verreauxi,M,M 92,3630,26400,sagittal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1137,Propithecus verreauxi,F,M 100,3200,26850,coronal,15,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1138,Indri indri,F,M 192,6250,38300,coronal,20,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1139,Indri indri,M,M 193,4600,33650,coronal,15,Cresylvioletviolet Heidenhain-Woelke,12 24,Primates
1140,Daubentonia madagascariensis,F,M 53,2800,45150,coronal,15,Cresylvioletviolet Heidenhain-Woelke,12 24,Primates
1141,Loris tardigradus,M,964,347,6850,coronal,20,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1142,Loris tardigradus,M,965,195,6270,sagittal,10,Cresy Heidenhain-Woelke Gomori Azan Palmgren Perdrau Goldner,10 20 incomplete incomplete incomplete incomplete incomplete,Primates
1143,Loris tardigradus,F,1218,275,7180,coronal,20,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1144,Loris tardigradus,M,1714,294,6790,sagittal,20,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1145,Nycticebus coucang,F,1153,454.5,9430,coronal,15,Cresy Heidenhain-Woelke,8 16,Primates
1146,Nycticebus coucang,F,1187,880,11980,coronal,20,Cresylvioletviolet Heidenhain-Woelke,6 12,Primates
1147,Nycticebus coucang,F,1219,787,10180,sagittal,20,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1148,Nycticebus coucang,M,1228,1060,11460,sagittal,20,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1149,Nycticebus coucang,M,1960/67,,,sagittal,10,Cresylvioletviolet Eisenalaun Perdrau Gomori Azan Goldner Palmgren,incomplete incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1150,Nycticebus coucang,F,1966/44,,,coronal,10,Cresylvioletviolet,20,Primates
1151,Nycticebus coucang,U,1966/45,,,sagittal,8,Cresylvioletviolet Heidenhain-Woelke Gabe Azan Gomori Palmgren Perdrau,10 incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1152,Perodicticus potto,M,A 70,700,11900,coronal,20,Cresylvioletviolet Heidenhain-Woelke,6 12,Primates
1153,Perodicticus potto,M,A 173,750,14400,horizontal,15,Cresylvioletviolet Heidenhain-Woelke,5 20,Primates
1154,Perodicticus potto,M,A 233,1250,16200,coronal,10,Cresylvioletviolet Heidenhain-Woelke,12 24,Primates
1155,Perodicticus potto,F,A 234,1250,13900,sagittal,10,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1156,Perodicticus potto,U,924,,,coronal,20,Cresylvioletviolet Heidenhain-Woelke Perdrau,7 14 incomplete,Primates
1157,Galago senegalensis,F,A 337,,,sagittal,10,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1158,Galago senegalensis,F,A 338,,,coronal,20,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1159,Galago senegalensis,U,925,,,sagittal,"10, 20",Cresylvioletviolet Heidenhain-Woelke Gomori Palmgren Perdrau Goldner,10 10 incomplete incomplete incomplete incomplete,Primates
1160,Galago senegalensis,M,1185,134,3620,sagittal,20,Cresylvioletviolet Heidenhain-Woelke,3 6,Primates
1161,Galago senegalensis,M,1186,138,4080,coronal,20,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1162,Galago senegalensis,U,1959/16,,,sagittal,8,Cresylvioletviolet Gomori Gabe Palmgren Goldner Azan Perdrau,incomplete incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1163,Galago senegalensis,,1962/40,,,coronal,15,Azan,complete,Primates
1164,Galago senegalensis,,1962/51,,,sagittal,15,Azan,complete,Primates
1165,Galago senegalensis,M,1967/117,26.6,,sagittal,10,Azan Heidenhain-Woelke Gabe,10 10 10,Primates
1166,Otolemur crassicaudatus,M,963,950,10720,sagittal,"12, 15",Cresylvioletviolet Heidenhain-Woelke Bodian Gomori Azan Palmgren Gabe Holzer,10 20 incomplete incomplete incomplete incomplete icomplete incomplete,Primates
1167,Otolemur crassicaudatus,M,1100,625,10420,coronal,20,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1168,Otolemur crassicaudatus,F,1101,630,9770,horizontal,20,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1169,Otolemur crassicaudatus,M,1123,540,10830,sagittal,20,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1170,Otolemur crassicaudatus,U,1136,445,8780,coronal,20,Cresylvioletviolet,5,Primates
1171,Otolemur crassicaudatus,M,1173,795,10370,coronal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1172,Otolemur crassicaudatus,M,1175,810,,sagittal,30,Marchi,5,Primates
1173,Otolemur crassicaudatus,F,1176,720,,horizontal,30,Marchi,5,Primates
1174,Otolemur crassicaudatus,U,1434,,,sagittal,"10, 20",Cresylvioletviolet Heidenhain-Woelke,10,Primates
1175,Otolemur crassicaudatus,U,1965/27,,,coronal,"10, 20",Cresylvioletviolet Heidenhain-Woelke Azan Gomori Bodian,10 incomplete incomplete incomplete incomplete,Primates
1176,Galagoides demidoff,F,A 41,59,3100,sagittal,"10, 20",Cresylvioletviolet Heidenhain-Woelke Perdrau Azan Palmgren,10 10 incomplete incomplete incomplete,Primates
1177,Galagoides demidoff,M,A 87,54,3300,coronal,20,Cresylvioletviolet Heidenhain-Woelke Perdrau Gomori Soler Gabe,4 4 incomplete incomplete incomplete incomplete,Primates
1178,Galagoides demidoff,F,102,76.5,3520,coronal,20,Cresylvioletviolet Heidenhain-Woelke Gomori Palmgren,4 8 incomplete incomplete,Primates
1179,Galagoides demidoff,F,120,102,3300,sagittal,10,Cresylvioletviolet Heidenhain-Woelke Perdrau Azan Palmgren Goldner Gomori,5 10 incomplete incomplete incomplete incomplete incomplete,Primates
1180,Galagoides demidoff,F,A 125,92,3600,horizontal,20,Cresylvioletviolet Heidenhain-Woelke,10 incomplete,Primates
1181,Galagoides demidoff,M,3826,87.59999999999999,2910,coronal,20,Cresylvioletviolet Heidenhain-Woelke,4 incomplete,Primates
1182,Tarsius bancanus,M,1229,130,38,coronal,10,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1183,Tarsius bancanus,F,1333,115,2980,coronal,20,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1184,Tarsius bancanus,U,1963/13,,,coronal,15,Azan,complete,Primates
1185,Tarsius bancanus,M,1963/20,,2220,coronal,20,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1186,Tarsius bancanus,F,1963/81,116,2050,sagittal,10,Cresylvioletviolet Heidenhain-Woelke Gomori Azan Gabe Perdrau Palmgren,10 10 20 incomplete incomplete incomplete incomplete,Primates
1187,Tarsius syrichta,M,1032,,2450,sagittal,15,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1188,Tarsius syrichta,F,1033,86.8,4160,coronal,15,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1189,Tarsius syrichta,F,1035,78.34,3220,coronal,15,Hematoxylin Heidenhain-Woelke,5 10,Primates
1190,Tarsius syrichta,F,1038,97.5,3510,coronal,15,Hematoxylin Heidenhain-Woelke,6 12,Primates
1191,Callithrix jacchus,U,475,280,7600,coronal,10,Cresylvioletviolet Heidenhain-Woelke Gomori Perdrau Palmgren,10 10 incomplete incomplete incomplete,Primates
1192,Callithrix jacchus,F,1014,,,coronal,10,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1193,Callithrix jacchus,F,1043,285,7280,coronal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1194,Callithrix jacchus,F,1072,237.8,7510,sagittal,15,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1195,Callithrix jacchus,M,1091,285,8100,coronal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1196,Callithrix jacchus,M,1356,,,sagittal,8,Cresylvioletviolet Heidenhain-Woelke Goldner Azan Gomori Palmgren Tolouidin,incomplete incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1197,Callithrix jacchus,M,1955,271,7660,coronal,20,Cresylvioletviolet,10,Primates
1198,Callithrix jacchus,M,2543,350,8050,coronal,20,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1199,Callithrix jacchus,M,2544,371,7340,sagittal horizontal,20,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1200,Callithrix jacchus,M,2545,308,7170,coronal,20,Gallocyanin Heidenhain-Woelke,10 20,Primates
1201,Callithrix jacchus,,2909,,2340,coronal,20,Cresylvioletviolet Heidenhain-Woelke Hematoxylin-Eosin,10 20 40,Primates
1202,Cebuella pygmaea,M,1959/23,140,4500,coronal,20,Cresylvioletviolet Heidenhain-Woelke,3 6,Primates
1203,Cebuella pygmaea,M,1959/25,,,coronal,20,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1204,Cebuella pygmaea,F,1929/27,,,coronal,10,Azan,20,Primates
1205,Saguinus midas tamarin,F,1182,320,10720,coronal,20,Cresylvioletviolet Heidenhain-Woelke,6 12,Primates
1206,Saguinus midas tamarin,M,1183,310,10960,coronal,20,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1207,Saguinus midas tamarin,M,1188,335,9940,sagittal,20,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1208,Saguinus midas tamarin,M,1189,415,9520,horizontal,20,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1209,Saguinus oedipus,M,979,347.5,9260,coronal,15,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1210,Saguinus oedipus,M,1220,413,9800,coronal,20,Cresylvioletviolet Heidenhain-Woelke,6 12,Primates
1211,Saguinus oedipus,F,1222,244,9610,coronal,20,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1212,Callimico goeldii,U,1962/1,,,coronal,20,Cresylvioletviolet Heidenhain-Woelke,6 12,Primates
1213,Cebus albifrons,U,1200,3100,71000,coronal,20,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1214,Cebus capucinus,M,474,,,coronal,20,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1215,Cebus spec.,U,1347,,,coronal,10,Azan,20,Primates
1216,Cebus spec.,U,1348,,,sagittal,10,Gomori Gabe Azan Heidenhain-Woelke Goldner Thionin Palmgren,incomplete incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1217,Cebus spec.,F,1960/62,1215,,coronal,"15, 20",Cresylvioletviolet Heidenhain-Woelke,"15,20 15,20",Primates
1218,Aotus trivirgatus,U,387,,,coronal,"10, 20",Cresylvioletviolet,"5,10",Primates
1219,Aotus trivirgatus,F,1076,560,16500,coronal,15,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1220,Aotus trivirgatus,U,1084,520,16170,coronal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1221,Aotus trivirgatus,U,1350,,,sagittal,8,Cresylvioletviolet Heidenhain-Woelke Azan Gomori v.Gieson Goldner Methylen-Eosin,incomplete incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1222,Aotus trivirgatus,U,1351,,,coronal,10,Cresylvioletviolet Gomori Azan Thionin,incomplete incomplete incomplete incomplete,Primates
1223,Aotus trivirgatus,U,1418,,,coronal,10,Azan,10,Primates
1224,Aotus trivirgatus,M,1960/112,,,coronal,10,Cresylvioletviolet Heidenhain-Woelke Perdrau Gomori Gabe,50 25 incomplete incomplete incomplete,Primates
1225,Callicebus moloch,M,1181,670,17650,coronal,20,Cresylvioletviolet Heidenhain-Woelke,6 12,Primates
1226,Callicebus moloch,F,1190,592,13130,coronal,20,Cresylvioletviolet Heidenhain-Woelke,6 12,Primates
1227,Saimiri sciureus,M,1039,406.7,20420,coronal,15,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1228,Saimiri sciureus,F,1045,327,22180,sagittal,15,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1229,Saimiri sciureus,M,1085,630,24800,coronal,20,Cresylvioletviolet Heidenhain-Woelke,8 17,Primates
1230,Saimiri sciureus,M,1103,544,21210,sagittal,20,Cresylvioletviolet Heidenhain-Woelke,6 12,Primates
1231,Saimiri sciureus,M,1155,560,24120,horizontal,20,Cresylvioletviolet Heidenhain-Woelke,5 10,Primates
1232,Saimiri sciureus,U,1432,,,coronal,10,Gomori,20,Primates
1233,Saimiri sciureus,F,1433,,,sagittal,10,"Gomori, Goldner",incomplete incomplete,Primates
1234,Pithecia monachus,M,1180,1540,34000,coronal,20,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1235,Pithecia monachus,M,1194,510,21730,coronal,20,Cresylvioletviolet Heidenhain-Woelke,4 8,Primates
1236,Alouatta seniculus,F,1170,,43600,sagittal,20,Cresylvioletviolet Heidenhain-Woelke,8 16,Primates
1237,Alouatta seniculus,M,1172,,43730,coronal,20,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1238,Alouatta seniculus,M,1184,3560,46800,coronal,20,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1239,Alouatta seniculus,M,1960/51,,,sagittal,10,Eisenalaun Cresylvioletviolet Azan Perdrau Goldner Gomori Palmgren,incomplete incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1240,Alouatta seniculus,F,1961/2,,,sagittal,10,Cresylvioletviolet Gomori Perdrau Palmgren Goldner Gabe,incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1241,Ateles geoffroyi,M,1000,7400,1064,coronal,20,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1242,Ateles spec.,,1086,1635,870,saggital,20,Cresylvioletviolet Heidenhain-Woelke,10 20,Primates
1243,Ateles spec.,U,1344,,,sagittal,"8, 10",Cresylviolet Azan Gomori,incomplete incomplete incomplete,Primates
1244,Ateles spec.,,1420,,,,12,Gomori Bodian Azan Heidenhain-Woelke,incomplete incomplete incomplete incomplete,Primates
1245,Lagothrix lagothricha,U,1142,4000,97400,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1246,Lagothrix lagothricha,U,1164,4190,1023,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1247,Lagothrix lagothricha,F,1571,4010,91330,coronal,20,Cresylviolet Heidenhain-Woelke,12 24,Primates
1248,Lagothrix lagothricha,M,1961/29,,,coronal,12,Cresylviolet Gomori Heidenhain-Woelke Klüver-Barrera Gabe Azan Goldner Perdrau,50 incomplete incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1249,Macaca fascicularis,U,1436,,,sagittal,8,Azan Gomori Gabe,incomplete incomplete incomplete,Primates
1250,Macaca fascicularis,U,1437,,,sagittal,8,Azan Gabe,incomplete incomplete,Primates
1251,Macaca fascicularis,U,1960/64,,,sagittal,8,Azan Gabe Goldner,incomplete incomplete incomplete,Primates
1252,Macaca mulatta,U,476,,78000,coronal,20,Cresylviolet Heidenhain-Woelke,10 incomplete,Primates
1253,Macaca mulatta,U,1104,2350,85400,coronal,20,Cresylviolet Heidenhain-Woelke,12 24,Primates
1254,Macaca mulatta,U,1345,,,horizontal,8,Goldner Gabe Palmgren Thionin Gomori Azan Heidenhain-Woelke Perdrau,incomplete incomplete incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1255,Macaca mulatta,U,1357,,,coronal,8,Goldner Gabe Palmgren Thionin Gomori Azan Heidenhain-Woelke Perdrau,incomplete incomplete incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1256,Macaca mulatta,F,1358,,,sagittal,10,Goldner Gabe Palmgren Thionin Gomori Azan Heidenhain-Woelke Perdrau,incomplete incomplete incomplete incomplete incomplete incomplete incomplete incomplete,Primates
1257,Cercocebus albigena,F,A 99,6250,95000,coronal,20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1258,Cercocebus albigena,F,A 220,6500,95500,sagittal,20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1259,Cercocebus albigena,M,A 242,9260,110500,coronal,20,Cresylviolet Heidenhain-Woelke,12 24,Primates
1260,Cercocebus torquatus,M,1960/106,,,sagittal,8,Azan Goldner Gomori,incomplete incomplete incomplete,Primates
1261,Papio anubis,F,A 97,21000,191000,coronal,20,Cresylviolet,10,Primates
1262,Papio anubis,F,A 176,12000,201000,sagittal,20,Cresylviolet Heidenhain-Woelke,20 40,Primates
1263,Papio anubis,M,A 251,35000,222000,coronal,20,Cresylviolet Heidenhain-Woelke,15 30,Primates
1264,Cercopithecus ascanius,F,A 43,3400,56600,horizontal,20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1265,Cercopithecus ascanius,F,A 58,3000,59400,coronal,20,Cresylviolet Heidenhain-Woelke Azan Gomori,10 20 incomplete incomplete,Primates
1266,Cercopithecus ascanius,F,A 219,3300,61500,coronal,10 20,Cresylviolet Heidenhain-Woelke,10 20,Primates
1267,Cercopithecus ascanius,M,A 359,2800,59200,sagittal,20,Cresylviolet Heidenhain-Woelke Azan Gomori Perdrau Palmgren,10 20 incomplete incomplete incomplete incomplete,Primates
