Species,Duty_Factor,Foot_Posture,Gait,Phase,Locomotor_diversity_index,Tool_use,log10_dp3_mm,log10_ip3_mm,log10_mc1_mm,log10_mc2_mm,log10_mc3_mm,log10_mc4_mm,log10_mc5_mm,log10_pp3_mm,log10_pp1_mm,Extractive_foraging_reduced_report_count,Extractive_foraging_report_count,Innovation_reduced_report_count,Innovation_report_count,Social_learning_report_count,Tool_use_reduced_report_count,Tool_use_report_count,Zoological_record_article_count,Journal_search_article_count,log10_dp1_mm,log10_ip2_mm,log10_ip4_mm,log10_pp2_mm,log10_pp4_mm,Arboreal_terrestrial,Intermembral_index,VocalRepertoire,Tool_Manufacture,True_Tool_Use,log10_dp2_mm,peak_workspace,real_size,relative_size,Dexterity,Extractive_foraging,Handedness_index_mean,Handedness_strength_mean,Manipulation_complexity,log10_ip5_mm,log10_pp5_mm,log10_dp4_mm,log10_dp5_mm,CM_connection_inference,CST_termination_grade
Ptilocercus lowii,NA,NA,NA,NA,NA,0,NA,NA,0.498310553789601,0.702430536445525,0.7604224834232119,0.723318821716769,0.606202163753863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pygathrix avunculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pygathrix bieti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pygathrix brelichi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pygathrix cinerea,66.18556425,NA,DSDC,64.50219231,1.01677920543083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165,0.499,NA,NA,NA,NA,NA,NA,NA
Pygathrix nemaeus,63.20615207,plantigrade,DSDC,64.94111999,1.09113888121898,0,NA,NA,NA,1.66954931005087,1.68087917442681,NA,NA,NA,NA,0,0,0,0,0,0,0,25,2,NA,NA,NA,NA,NA,A,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pygathrix roxellana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,36,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rattus norvegicus,62,plantigrade,LSDC,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhinolophus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhinopithecus roxellana,69.43838721,plantigrade,DSDC,62.15191445,NA,0,NA,NA,1.36735592102602,1.60205999132796,1.61320735210376,1.62117628177504,1.59769518592551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.319,0.729,NA,NA,NA,NA,NA,NA,NA
Saguinus bicolor,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA
Saguinus fuscicollis,NA,NA,NA,NA,1.11825939911062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,81,20,NA,NA,NA,NA,NA,A,79,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saguinus geoffroyi,NA,NA,NA,NA,1.1706981366311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,A,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saguinus imperator,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,16,4,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.62,NA,NA,NA,NA,NA,NA
Saguinus inustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saguinus labiatus,NA,NA,NA,NA,1.63379907179792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,27,11,NA,NA,NA,NA,NA,A,73,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2.27,NA,NA,NA,NA,NA,NA
Saguinus leucopus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saguinus midas,NA,NA,NA,NA,1.38602395226123,0,NA,0.849419413796899,NA,NA,1.14921911265538,NA,NA,1.05307844348342,NA,0,0,0,0,0,0,0,17,4,NA,NA,NA,NA,NA,A,77,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saguinus mystax,NA,NA,NA,NA,1.11906615148242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,4,0,0,0,46,17,NA,NA,NA,NA,NA,A,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saguinus nigricollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saguinus oedipus,NA,NA,NA,NA,NA,0,NA,0.841984804590114,NA,NA,1.15228834438306,NA,NA,1.07188200730613,NA,0,0,0,0,0,0,0,153,33,NA,NA,NA,NA,NA,NA,NA,14,0,1,NA,NA,NA,NA,4,0,NA,NA,1.7,NA,NA,NA,NA,NA,NA
Saguinus tripartitus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saiga tatarica,66.59090909,unguligrade,LSLC,21.36364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saimiri boliviensis,NA,NA,NA,NA,1.03218172597006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,36,19,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saimiri boliviensis boliviensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saimiri oerstedii,NA,NA,NA,NA,0.798357325771174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,4,4,NA,NA,NA,NA,NA,A,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saimiri sciureus,54.255435,plantigrade,DSDC,58.76699956,1.52127517730103,0,NA,0.966141732739033,1.06709867248963,1.20138936107787,1.17026171539496,1.17273044358866,1.09208907867528,1.0899051114394,0.917028450116763,0,2,1,3,1,0,0,89,73,NA,0.908263599446069,0.980698545479245,1.06822857584859,1.09556364096604,A,80,21,NA,NA,NA,NA,NA,NA,NA,1,-0.119,0.757,1.94,NA,NA,NA,NA,against,1
Saimiri ustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saimiri vanzolinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sapajus apella,65.5979992,NA,LSDC,49.53562611,1.83687468245124,1,NA,1.11772444814357,1.22571953641861,1.36634725148526,1.38169007778806,1.36664734332258,1.3361470789276,1.29001126836447,1.11046547635634,7,56,3,39,17,11,64,249,111,0.91343538222303,1.05935737021345,1.12698026520477,1.2579410986415,1.28952441065057,A,81,31,1,1,0.876025291494317,-1.56863623584101,0.897627091290441,-1.09691001300806,5,1,-0.028,0.6870000000000001,2.54,NA,NA,NA,NA,likely,2
Sapajus flavius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.769,NA,NA,NA,NA,NA,NA,NA
Sapajus xanthosternos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,0.677,NA,NA,NA,NA,NA,NA,NA
Sarcophilus harrisii,62.315,NA,LSLC,20.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scalopus aquaticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sciurillus pusillus,NA,NA,NA,NA,1.05509170923132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sciurocheirus alleni,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.01703333929878,NA,0.932811868611632,1.03342375548695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9746651808046281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus griseus,66.29291980000001,plantigrade,LSDC,35.32612782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus hudsonius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus igniventris,NA,NA,NA,NA,1.76932881551122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus niger,67.06451810999999,NA,LSDC,26.26435189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sciurus vulgaris,NA,NA,NA,NA,1.36056602293838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semnopithecus entellus,NA,NA,NA,NA,NA,0,NA,1.30994938425902,1.35446060011181,1.57077636879475,1.60314437262018,1.57691695596521,1.60688273588837,1.48529543872609,NA,0,3,4,7,2,0,0,98,41,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,-0.184,0.5600000000000001,NA,NA,NA,NA,NA,NA,NA
Semnopithecus johnii,NA,NA,NA,NA,NA,0,NA,NA,1.38560627359831,1.62716095237478,1.64907511320087,1.66464197555613,1.63848925695464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Setonix brachyurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spermophilus tridecemlineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sus scrofa,70.80209895,unguligrade,LSLC,25.74963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symphalangus syndactylus,NA,NA,NA,NA,0.6390318596501769,0,NA,1.50435889598921,1.54590127012188,1.83624474512324,1.79942966849104,1.76573494878574,1.71048821835011,1.66483859508652,1.32612542931925,0,0,0,0,0,0,0,40,8,1.05690485133647,1.40910278537459,1.45870174691726,1.63123032024408,1.62549084303828,A,147,9,NA,NA,NA,NA,NA,NA,NA,0,-0.048,0.482,3.08,NA,NA,NA,NA,NA,NA
Tachyglossus aculeatus,67,plantigrade,LSLC,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tadarida cynocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talpa europaea,63.66,plantigrade,DSDC,33.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tamias sibiricus,NA,NA,NA,NA,1.48235863288788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tamias striatus,NA,NA,NA,NA,1.02614009593832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tamiasciurus hudsonicus,NA,NA,NA,NA,1.16010264004331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tapirus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tapirus bairdii,65.0060024,digitigrade,LSLC,21.96879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tapirus indicus,61,digitigrade,LSDC,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tapirus terrestris,70,digitigrade,LSDC,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarsius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarsius bancanus,NA,NA,NA,NA,0.861711959324643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8,3,NA,NA,NA,NA,NA,A,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarsius dentatus,NA,NA,NA,NA,1.10856520816426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarsius dianae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarsius pumilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarsius spectrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarsius syrichta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarsius tarsier,NA,NA,NA,NA,0.904363612551585,0,NA,0.895974732359065,NA,NA,1.01283722470517,NA,NA,1.06445798922692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teilhardina belgica,NA,NA,NA,NA,NA,0,0.298853076409707,0.7481880270062,NA,0.690196080028514,0.775246259740236,NA,0.690196080028514,0.817895757161796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thallomys paedulcus,71.875,plantigrade,LSDC,31.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theropithecus gelada,NA,NA,NA,NA,NA,0,NA,1.08475496317935,1.51648248854723,1.60948768985329,1.6219548200449,1.60205999132796,1.6229217226423,1.30481354339411,1.11218591968993,0,0,0,0,0,0,0,34,10,0.937643247619863,NA,1.10720996964787,NA,1.2978698913999,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,0,0.053,0.257,4.17,NA,NA,NA,NA,NA,NA
TheropithecusOmopithecus brumpti,NA,NA,NA,NA,NA,0,1.05307844348342,1.21748394421391,1.60314437262018,1.70329137811866,1.68930885912362,1.6730209071289,1.6730209071289,1.44404479591808,1.24797326636181,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,1.11394335230684,1.25042000230889,1.3747483460101,1.4345689040342,NA,NA,NA,NA,NA,0.973127853599699,NA,NA,NA,NA,NA,NA,NA,NA,1.14921911265538,1.37106786227174,1.06818586174616,0.973127853599699,NA,NA
Tinimomys graybulliensis,NA,NA,NA,NA,NA,0,NA,NA,0.561101383649056,0.708420900134713,NA,NA,0.667452952889954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachypithecus auratus,NA,NA,NA,NA,NA,0,NA,NA,NA,1.54276320266193,1.5700757053216,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,-0.256,0.984,NA,NA,NA,NA,NA,NA,NA
Trachypithecus cristatus,NA,NA,NA,NA,NA,1,NA,1.28138086404063,1.26126286879249,1.56087526057333,1.5651062832652,1.55264047023468,1.53375913489462,1.44417882107974,0.9317094216438589,0,0,0,0,0,0,0,8,4,0.705673690630525,1.14713522956134,1.27436882038143,1.35790738628428,1.44025095882511,NA,NA,NA,1,1,0.835338202725101,-1.79588001734408,1.25527250510331,-0.795880017344075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachypithecus delacouri,60.89086618,NA,DSDC,59.72837684,0.880966134812287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,A,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachypithecus francoisi,NA,NA,NA,NA,1.27772088326507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,45,7,NA,NA,NA,NA,NA,A,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachypithecus hatinhensis,60.93216843,NA,DSDC,61.45227488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.248,0.8169999999999999,NA,NA,NA,NA,NA,NA,NA
Trachypithecus johnii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,9,1,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachypithecus leucocephalus,NA,NA,NA,NA,1.11352363236587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachypithecus obscurus,NA,NA,NA,NA,0.930549435609321,0,NA,NA,1.26481782300954,1.55594043781851,1.56696751468097,1.58234749408436,1.54654266347813,NA,NA,0,0,0,0,0,0,0,6,1,NA,NA,NA,NA,NA,A,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachypithecus phayrei,63.83,plantigrade,DSDC,61.25,NA,0,NA,NA,NA,1.55678478230703,1.57426282970703,NA,NA,NA,NA,0,0,0,0,0,0,0,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachypithecus pileatus,NA,NA,NA,NA,NA,0,NA,NA,NA,1.57966929355472,1.60260252042026,NA,NA,NA,NA,0,0,0,0,0,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachypithecus poliocephalus,60.99488998,NA,DSDC,64.09781361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
