Species,Species_printed,Measure,Units,Value,Source,first_author,Year,Team,role,source_of_value,upstream_team,reprint_of,sex_scope
Saguinus niger,Saguinus_niger,Endocranial_volume,mL,9.13262370101747,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus nigricollis,Saguinus nigricollis,Endocranial_volume,mL,8.9,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,Harvey and Clutton-Brock 1985,,,unknown
Saguinus nigricollis,Saguinus_nigricollis,Endocranial_volume,mL,8.9,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,Isler et al. 2008,Isler,,both
Saguinus oedipus,Saguinus oedipus,Endocranial_volume,mL,9.7,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Isler,Isler; Powell,female
Saguinus oedipus,Saguinus oedipus,Endocranial_volume,mL,9.76,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saguinus oedipus,Saguinus_oedipus,Endocranial_volume,mL,9.69791523988764,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saguinus pileatus,Saguinus pileatus,Endocranial_volume,mL,9.56,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saguinus tripartitus,Saguinus_tripartitus,Endocranial_volume,mL,8.5,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Saimiri boliviensis,Saimiri_boliviensis,Endocranial_volume,mL,21.5222222222222,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Saimiri oerstedii,Saimiri oerstedii,Endocranial_volume,mL,25.07,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saimiri oerstedii,Saimiri_oerstedii,Endocranial_volume,mL,24.23636,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Saimiri sciureus,Saimiri sciureus,Endocranial_volume,mL,23.523,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Saimiri sciureus,Saimiri sciureus,Endocranial_volume,mL,23.5,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Isler,Isler; Powell,female
Saimiri sciureus,Saimiri sciureus,Endocranial_volume,mL,24.14,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saimiri sciureus,Saimiri sciureus,Endocranial_volume,mL,23.33,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saimiri sciureus,Saimiri sciureus,Endocranial_volume,mL,24.21,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saimiri sciureus,Saimiri sciureus,Endocranial_volume,mL,24.48,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Saimiri sciureus,Saimiri_sciureus,Endocranial_volume,mL,23.523167184198,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Saimiri sciureus,Saimiri sciureus,Endocranial_volume,mL,20.0,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Sapajus apella,Sapajus apella,Endocranial_volume,mL,64.136,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Sapajus apella,Sapajus apella,Endocranial_volume,mL,64.2,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Isler,Isler; Powell,female
Sapajus apella,Cebus apella,Endocranial_volume,mL,66.63,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Sapajus apella,Cebus_apella,Endocranial_volume,mL,64.1360466044914,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Sapajus flavius,Sapajus flavius,Endocranial_volume,mL,63.653,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Sapajus xanthosternos,Sapajus xanthosternos,Endocranial_volume,mL,64.005,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Sciurocheirus alleni cameronensis,Sciurocheirus_alleni_cameronensis,Endocranial_volume,mL,5.68,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Sciurocheirus gabonensis,Sciurocheirus_gabonensis,Endocranial_volume,mL,5.35737214285714,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,Isler et al. 2008,Isler,,both
Semnopithecus ajax,Semnopithecus ajax,Endocranial_volume,mL,132.06,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Semnopithecus dussumieri,Semnopithecus dussumieri,Endocranial_volume,mL,90.09,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Semnopithecus dussumieri,Semnopithecus_dussumieri,Endocranial_volume,mL,88.295905534766,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Semnopithecus entellus,Semnopithecus entellus,Endocranial_volume,mL,95.237,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Semnopithecus entellus,Semnopithecus entellus,Endocranial_volume,mL,110.93,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Semnopithecus entellus,Semnopithecus_entellus,Endocranial_volume,mL,95.2368451233632,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Semnopithecus entellus,Semnopithecus entellus,Endocranial_volume,mL,101.6,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Semnopithecus priam,Semnopithecus priam,Endocranial_volume,mL,83.07,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Semnopithecus priam,Semnopithecus_priam,Endocranial_volume,mL,75.2916319102293,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Semnopithecus schistaceus,Semnopithecus schistaceus,Endocranial_volume,mL,129.25,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Semnopithecus schistaceus,Semnopithecus_schistaceus,Endocranial_volume,mL,126.12611881504,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Simias concolor,Simias concolor,Endocranial_volume,mL,58.42,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Simias concolor,Simias_concolor,Endocranial_volume,mL,52.4523855453849,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Symphalangus syndactylus,Symphalangus syndactylus,Endocranial_volume,mL,124.512,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Symphalangus syndactylus,Symphalangus syndactylus,Endocranial_volume,mL,124.5,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Isler,Isler; Powell,female
Symphalangus syndactylus,Symphalangus syndactylus,Endocranial_volume,mL,123.5,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Symphalangus syndactylus,Symphalangus_syndactylus,Endocranial_volume,mL,124.511955526298,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,Isler et al. 2008,Isler,,both
Tarsius bancanus,Tarsius bancanus,Endocranial_volume,mL,3.16,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Tarsius bancanus,Tarsius_bancanus,Endocranial_volume,mL,3.14773457310149,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Tarsius dentatus,Tarsius dentatus,Endocranial_volume,mL,3.0,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Tarsius dentatus,Tarsius_dentatus,Endocranial_volume,mL,2.995447,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Tarsius syrichta,Tarsius syrichta,Endocranial_volume,mL,3.36,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Tarsius syrichta,Tarsius_syrichta,Endocranial_volume,mL,3.3828494,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Tarsius tarsier,Tarsius tarsier,Endocranial_volume,mL,3.06,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Tarsius tarsier,Tarsius_tarsier,Endocranial_volume,mL,3.25454114285714,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Theropithecus gelada,Theropithecus gelada,Endocranial_volume,mL,123.223,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Theropithecus gelada,Theropithecus gelada,Endocranial_volume,mL,123.2,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Isler,Isler; Powell,female
Theropithecus gelada,Theropithecus gelada,Endocranial_volume,mL,133.33,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Theropithecus gelada,Theropithecus_gelada,Endocranial_volume,mL,123.22345,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Trachypithecus auratus,Trachypithecus auratus,Endocranial_volume,mL,62.594,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Trachypithecus auratus,Trachypithecus_auratus,Endocranial_volume,mL,62.59375,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Trachypithecus cristatus,Trachypithecus cristatus,Endocranial_volume,mL,57.86,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Trachypithecus cristatus,Trachypithecus_cristatus,Endocranial_volume,mL,58.4019300719041,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Trachypithecus francoisi,Trachypithecus_francoisi,Endocranial_volume,mL,81.0,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Trachypithecus geei,Trachypithecus geei,Endocranial_volume,mL,81.3,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,Male: this study; species mean: Harvey and Clutton-Brock 1985,,,unknown
Trachypithecus geei,Trachypithecus_geei,Endocranial_volume,mL,81.3,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,Isler et al. 2008,Isler,,both
Trachypithecus hathinensis,Trachypithecus hathinensis,Endocranial_volume,mL,81.0,10.7554%2FeLife.77875_Supplementaryfile3.tsv,Caspar,2022,Caspar,primary,"Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proceedings of the Royal Society B: Biological Sciences, 284(1865), 20171765.",Isler,,female
Trachypithecus johnii,Trachypithecus johnii,Endocranial_volume,mL,84.6,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,Male: this study; species mean: Harvey and Clutton-Brock 1985,,,unknown
Trachypithecus johnii,Trachypithecus_johnii,Endocranial_volume,mL,78.0,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Trachypithecus obscurus,Trachypithecus obscurus,Endocranial_volume,mL,62.12,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Trachypithecus obscurus,Trachypithecus_obscurus,Endocranial_volume,mL,59.3030397723348,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Trachypithecus obscurus,Trachypithecus obscurus,Endocranial_volume,mL,105.0,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Trachypithecus phayrei,Trachypithecus phayrei,Endocranial_volume,mL,72.84,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Trachypithecus phayrei,Trachypithecus_phayrei,Endocranial_volume,mL,70.2020520738227,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Trachypithecus pileatus,Trachypithecus pileatus,Endocranial_volume,mL,103.64,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Trachypithecus pileatus,Trachypithecus_pileatus,Endocranial_volume,mL,97.3556245367224,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Trachypithecus vetulus,Trachypithecus vetulus,Endocranial_volume,mL,61.29,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Trachypithecus vetulus,Trachypithecus_vetulus,Endocranial_volume,mL,59.9127370852017,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,female
Trachypithecus vetulus,Trachypithecus vetulus,Endocranial_volume,mL,58.0,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Trichosurus vulpecula,Trichosurus vulpecula,Endocranial_volume,mL,9.8,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Varecia rubra,Varecia rubra,Endocranial_volume,mL,29.4,10.1038%2Fsrep24528_TableS1.tsv,Heldstab,2016,Heldstab,secondary,,Isler,Isler; Powell,female
Varecia rubra,Varecia rubra,Endocranial_volume,mL,31.08,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Varecia rubra,Varecia_rubra,Endocranial_volume,mL,29.815174,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Varecia variegata,Varecia variegata,Endocranial_volume,mL,32.12,10.1016%2Fj.jhevol.2008.08.004_TableS2.tsv,Isler,2008,Isler,primary,This study,,,unknown
Varecia variegata,Varecia_variegata,Endocranial_volume,mL,30.4822781311774,10.1098%2Frspb.2017.1765_Dataset1.tsv,Powell,2017,Powell,secondary,van Woerden compilation,,,both
Varecia variegata,Varecia variegata,Endocranial_volume,mL,26.0,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
Vombatus ursinus,Vombatus ursinus,Endocranial_volume,mL,60.0,10.1242%2Fjeb.124826_TableS1.tsv,Seymour,2015,Seymour,secondary,,,,unknown
